# {
#   "comment": "this is a simulation test.",
#   "param": [3, 4, 5],
#   "components": [
#     {
#       "family": ["exponential"],
#       "param": [3]
#     },
#     {
#       "family": ["exponential"],
#       "param": [4]
#     },
#     {
#       "family": ["exponential"],
#       "param": [5]
#     }
#   ],
#   "candidate_conditions": ["C1","C2","C3"],
#   "latent": ["k", "t1", "t2", "t3"],
#   "observable": ["t","x1","x2","x3"],
#   "num_comp": [3],
#   "sample_size": [1000]
# }
t,k,t1,t2,t3,x1,x2,x3
0.0124281595461071,3,0.0594296875322783,0.39293152188595,0.0124281595461071,TRUE,FALSE,TRUE
0.190194447524846,1,0.190194447524846,0.43269521135599,0.262148780926111,TRUE,TRUE,FALSE
0.00657795770093799,3,0.431624322058734,0.116827677265156,0.00657795770093799,TRUE,FALSE,TRUE
0.0510126808658242,1,0.0510126808658242,0.259618001048195,0.216489141239765,TRUE,TRUE,FALSE
0.000873474125909574,3,1.24909704606187,0.0014065228169784,0.000873474125909574,TRUE,FALSE,TRUE
0.0940737223252654,3,0.566661387033073,0.135167037136853,0.0940737223252654,TRUE,FALSE,TRUE
0.0171864718929681,1,0.0171864718929681,0.12929658475332,0.296628601832275,TRUE,FALSE,TRUE
0.35661704348516,2,0.426495186349654,0.35661704348516,0.423658868272729,TRUE,TRUE,FALSE
0.221028577758673,2,0.474720124690002,0.221028577758673,0.538197371710963,FALSE,TRUE,TRUE
0.0137301129544755,3,0.743302365722966,0.130701115048032,0.0137301129544755,FALSE,TRUE,TRUE
0.111626353114843,3,0.189716844353825,1.09147773397373,0.111626353114843,FALSE,TRUE,TRUE
0.0650659264065325,2,0.152927101279298,0.0650659264065325,0.139768348993728,TRUE,TRUE,FALSE
0.182869888719056,2,0.321062796168398,0.182869888719056,0.222455914123895,FALSE,TRUE,TRUE
0.167854418512434,2,0.201874848610411,0.167854418512434,0.326331766021947,FALSE,TRUE,TRUE
0.0339753771960854,1,0.0339753771960854,0.101996030658484,0.548069710631795,TRUE,TRUE,FALSE
0.00604334303104544,2,0.950625819408512,0.00604334303104544,0.0951189612038434,TRUE,TRUE,FALSE
0.222702872784187,1,0.222702872784187,0.23755757556178,0.22755500053262,TRUE,FALSE,TRUE
0.0275883621961631,1,0.0275883621961631,0.410726926223306,0.0317800829467216,TRUE,FALSE,TRUE
0.0282579347350602,2,0.492871979223498,0.0282579347350602,0.0448251340730989,TRUE,TRUE,FALSE
0.223503546634068,1,0.223503546634068,0.384207677540785,0.385764387233143,TRUE,FALSE,TRUE
0.071190733447403,1,0.071190733447403,0.14197323936969,0.386664760095959,TRUE,TRUE,FALSE
0.186152826983226,3,1.20091595431618,0.329894661427218,0.186152826983226,TRUE,FALSE,TRUE
0.0361955130235905,2,0.105152287456636,0.0361955130235905,0.185658902293983,TRUE,TRUE,FALSE
0.0150708732195199,3,0.0861141553063881,0.134596955613233,0.0150708732195199,TRUE,FALSE,TRUE
0.0428125687555443,1,0.0428125687555443,0.64971003817969,0.414038198796992,TRUE,FALSE,TRUE
0.0684603391533057,1,0.0684603391533057,0.691531369896764,0.291268554270788,TRUE,TRUE,FALSE
0.0548208523457412,3,0.92097409924499,0.370708533076054,0.0548208523457412,FALSE,TRUE,TRUE
0.0723150204867125,3,0.25011124206434,0.262599375321272,0.0723150204867125,TRUE,FALSE,TRUE
0.165784299024381,2,0.320314724294746,0.165784299024381,0.315527482679014,TRUE,TRUE,FALSE
0.0557507873544419,2,0.640826970310815,0.0557507873544419,0.769041177904712,TRUE,TRUE,FALSE
0.0419915376032289,3,0.0641756964226564,0.24522417084195,0.0419915376032289,TRUE,FALSE,TRUE
0.0781377446347743,3,0.415321945198778,0.417523775228715,0.0781377446347743,FALSE,TRUE,TRUE
0.0187459106666216,2,0.337112278042638,0.0187459106666216,0.534114943046994,TRUE,TRUE,FALSE
0.0335489343851805,3,0.55854015422047,0.206279665919694,0.0335489343851805,FALSE,TRUE,TRUE
0.0982292330814637,3,0.154471772567679,0.427615412489927,0.0982292330814637,FALSE,TRUE,TRUE
0.0693329925648868,3,0.520989076516835,0.281343758561391,0.0693329925648868,TRUE,FALSE,TRUE
0.0158817344345152,1,0.0158817344345152,0.27308858790316,0.285325968131262,TRUE,FALSE,TRUE
0.172712943714445,1,0.172712943714445,0.406397041843689,0.438803488128102,TRUE,FALSE,TRUE
0.0566243715584278,1,0.0566243715584278,0.194064814586866,0.316470540887415,TRUE,FALSE,TRUE
0.128812028467655,3,0.206932044122368,0.645526813777322,0.128812028467655,FALSE,TRUE,TRUE
0.17336743398746,2,0.384092608957539,0.17336743398746,0.307087281152884,TRUE,TRUE,FALSE
0.0750970742665231,3,0.209289147518575,0.231050669437948,0.0750970742665231,FALSE,TRUE,TRUE
0.0267507827484126,1,0.0267507827484126,0.0891119287116453,0.254301973175016,TRUE,FALSE,TRUE
0.00686748539965028,3,0.735755061688733,0.188352378210795,0.00686748539965028,TRUE,FALSE,TRUE
0.191284901772936,1,0.191284901772936,0.276892871119756,0.231782592079582,TRUE,TRUE,FALSE
0.230992851770463,3,0.280515901109481,0.589752034718329,0.230992851770463,FALSE,TRUE,TRUE
0.00157948480919004,3,0.603468292675225,0.0180268603144214,0.00157948480919004,TRUE,FALSE,TRUE
0.0548502114112153,3,0.0788619618786715,0.599985111938948,0.0548502114112153,TRUE,FALSE,TRUE
0.126032598037273,3,0.586747202994235,0.184143212569272,0.126032598037273,TRUE,FALSE,TRUE
0.188319669655504,3,0.299239092802906,0.287957823126319,0.188319669655504,TRUE,FALSE,TRUE
0.00940246169921011,2,0.989475866102791,0.00940246169921011,0.0716053662821651,FALSE,TRUE,TRUE
0.00589791968559347,1,0.00589791968559347,0.226174419735301,0.0619724865178065,TRUE,TRUE,FALSE
0.0956126742064953,3,0.21098542585969,0.759140763389778,0.0956126742064953,FALSE,TRUE,TRUE
0.0142165566794574,3,0.362675051811739,0.164625411736779,0.0142165566794574,TRUE,FALSE,TRUE
0.150474105961621,2,0.263776211674913,0.150474105961621,0.50915133168263,FALSE,TRUE,TRUE
0.101244039833546,3,0.221405182809879,0.200141867612231,0.101244039833546,FALSE,TRUE,TRUE
0.0188227721290708,1,0.0188227721290708,0.151119108544663,0.246768319784644,TRUE,TRUE,FALSE
0.0277530650608242,3,0.334512258865837,0.506450996247536,0.0277530650608242,FALSE,TRUE,TRUE
0.0119569834321737,3,0.122389942996711,0.082867571269162,0.0119569834321737,TRUE,FALSE,TRUE
0.00656193293010195,1,0.00656193293010195,0.875001670274526,0.659861648049126,TRUE,FALSE,TRUE
0.0464594873711714,1,0.0464594873711714,0.0751307501923293,0.0615066729485989,TRUE,TRUE,FALSE
0.0188093670643866,3,0.424720742104852,0.156152414274402,0.0188093670643866,FALSE,TRUE,TRUE
0.0437306835083291,2,0.127842676814427,0.0437306835083291,0.236922960851157,FALSE,TRUE,TRUE
0.0266936331056058,3,0.448789604304636,0.91025931522587,0.0266936331056058,TRUE,FALSE,TRUE
0.020979925369875,3,0.418857909796339,0.291182742909271,0.020979925369875,FALSE,TRUE,TRUE
0.0105327569494114,2,0.11113677189375,0.0105327569494114,0.0122497545918633,FALSE,TRUE,TRUE
0.00443220877220046,3,0.00558041982973615,0.260781792447645,0.00443220877220046,FALSE,TRUE,TRUE
0.120571833476424,3,0.124326900734256,0.376722688291831,0.120571833476424,TRUE,FALSE,TRUE
0.161358695826493,2,0.518850274976897,0.161358695826493,0.203427699013593,TRUE,TRUE,FALSE
0.0648727118968964,2,0.396608243992829,0.0648727118968964,0.525116286029048,TRUE,TRUE,FALSE
0.101188891123226,2,1.2911112276758,0.101188891123226,0.101946181431413,TRUE,TRUE,FALSE
0.0102001385566406,1,0.0102001385566406,0.137703795684502,0.2400825695982,TRUE,FALSE,TRUE
0.157630451946499,3,1.04001542671881,0.287697876793075,0.157630451946499,FALSE,TRUE,TRUE
0.070349307366626,1,0.070349307366626,0.129567669704556,0.137933849729598,TRUE,FALSE,TRUE
0.127582153305411,3,0.255096331228979,0.476891765626809,0.127582153305411,TRUE,FALSE,TRUE
0.0469192465534434,2,0.454751862509453,0.0469192465534434,0.119529423117638,FALSE,TRUE,TRUE
0.0208688326821971,1,0.0208688326821971,0.0628718185471371,0.0982544869184494,TRUE,TRUE,FALSE
0.0458248629234731,3,0.815165619634302,0.223804406345564,0.0458248629234731,TRUE,FALSE,TRUE
0.0824412804174895,2,0.168621371965855,0.0824412804174895,0.0946481384336949,TRUE,TRUE,FALSE
0.00145415205042809,2,0.0130270601808265,0.00145415205042809,0.219065254545751,FALSE,TRUE,TRUE
0.153217581915669,2,0.230370748632898,0.153217581915669,0.44850349745918,FALSE,TRUE,TRUE
0.0272351087192565,2,0.759583186937086,0.0272351087192565,0.354887266067748,FALSE,TRUE,TRUE
0.0106569231720641,2,1.25015749713234,0.0106569231720641,0.49197756682796,TRUE,TRUE,FALSE
0.0349112496711314,3,0.275052188260758,0.343721696165133,0.0349112496711314,FALSE,TRUE,TRUE
0.200755263285282,3,0.204462953067074,0.50056400799886,0.200755263285282,TRUE,FALSE,TRUE
0.0763316856646566,3,0.143169873704513,0.165610989439301,0.0763316856646566,FALSE,TRUE,TRUE
0.0148905107441048,1,0.0148905107441048,0.437970100881016,0.144144203389765,TRUE,FALSE,TRUE
0.0197804570198059,2,0.089867006521672,0.0197804570198059,0.301424552110915,FALSE,TRUE,TRUE
0.0415152976056561,2,0.275998095967774,0.0415152976056561,0.341300299746876,TRUE,TRUE,FALSE
0.146735415040495,3,0.873419770928931,0.234935576699963,0.146735415040495,FALSE,TRUE,TRUE
0.0185705034993589,3,1.31566113412829,0.0579796754892011,0.0185705034993589,FALSE,TRUE,TRUE
0.210833517569326,3,0.399641717770104,0.468319620450443,0.210833517569326,FALSE,TRUE,TRUE
0.106414224797239,1,0.106414224797239,0.114680465660058,0.139140178504974,TRUE,FALSE,TRUE
0.024927162269876,1,0.024927162269876,0.105335490838796,0.0849492971982428,TRUE,FALSE,TRUE
0.0897413517360747,3,1.30947854797494,0.340201344796199,0.0897413517360747,FALSE,TRUE,TRUE
0.121702511701733,3,0.588031709787059,0.23909958427653,0.121702511701733,FALSE,TRUE,TRUE
0.00027532462153597,1,0.00027532462153597,0.393278373849994,0.670449246432553,TRUE,FALSE,TRUE
0.0111716001294553,3,0.064902321745952,0.244615238615054,0.0111716001294553,FALSE,TRUE,TRUE
0.0780082789249718,3,0.196948013578852,0.545590772727662,0.0780082789249718,TRUE,FALSE,TRUE
0.0576251571233727,1,0.0576251571233727,0.415444550549096,0.445104487587638,TRUE,FALSE,TRUE
0.0382917220704257,1,0.0382917220704257,0.179647176018942,0.403248973919039,TRUE,TRUE,FALSE
0.00918742610762517,1,0.00918742610762517,0.430142518189475,0.0277410754933953,TRUE,FALSE,TRUE
0.26845592650676,3,0.51317096064171,0.387991115429854,0.26845592650676,FALSE,TRUE,TRUE
0.0767139102099463,2,0.122006854973733,0.0767139102099463,0.0936982497450131,TRUE,TRUE,FALSE
0.13925226329917,3,0.204999406201144,0.352702429497099,0.13925226329917,FALSE,TRUE,TRUE
0.0541470307856798,3,0.33977838231713,0.330556085089895,0.0541470307856798,FALSE,TRUE,TRUE
0.127786855958402,3,0.205741363267104,0.182087996498424,0.127786855958402,TRUE,FALSE,TRUE
0.503407793564207,2,1.49289321805654,0.503407793564207,0.733380360486818,TRUE,TRUE,FALSE
0.0940135646047328,2,0.275225989816988,0.0940135646047328,0.345107972712187,FALSE,TRUE,TRUE
0.163081575921717,3,0.441223270556235,0.684706652971143,0.163081575921717,TRUE,FALSE,TRUE
0.155441312611311,3,0.379670687626704,0.182531636197794,0.155441312611311,FALSE,TRUE,TRUE
0.0662401985433983,3,1.09212883307896,0.186083099328655,0.0662401985433983,FALSE,TRUE,TRUE
0.0780420977622271,3,0.111760154211273,0.838471954646421,0.0780420977622271,FALSE,TRUE,TRUE
0.0241221528780345,2,0.382064482493603,0.0241221528780345,0.174636853105369,FALSE,TRUE,TRUE
0.0246702435426414,3,0.464985548180151,0.0449508118908852,0.0246702435426414,TRUE,FALSE,TRUE
0.0422347365878522,3,0.125814080083122,0.234557604173872,0.0422347365878522,FALSE,TRUE,TRUE
0.0175267186746584,1,0.0175267186746584,0.751987667360924,0.980681404785114,TRUE,FALSE,TRUE
0.0288294882513583,3,0.181272988207638,0.288783434817221,0.0288294882513583,FALSE,TRUE,TRUE
0.0786105302395299,2,0.135875300038606,0.0786105302395299,0.170111152148786,FALSE,TRUE,TRUE
0.106176886175558,2,0.878424277487111,0.106176886175558,0.452314062963245,TRUE,TRUE,FALSE
0.0021210178501895,1,0.0021210178501895,0.356662780956781,0.199615953481736,TRUE,FALSE,TRUE
0.0104173334602353,3,0.150932592184593,0.0755613035793992,0.0104173334602353,FALSE,TRUE,TRUE
0.00978739502117787,1,0.00978739502117787,0.0737210718216375,0.176172426815066,TRUE,TRUE,FALSE
0.302292775345926,3,0.548218884787766,0.60783512172397,0.302292775345926,TRUE,FALSE,TRUE
0.01095797624439,3,0.581482253940709,0.130992661579512,0.01095797624439,FALSE,TRUE,TRUE
0.00301311765241113,1,0.00301311765241113,0.0965994506841525,0.0148741975120689,TRUE,FALSE,TRUE
0.0343324376454326,1,0.0343324376454326,0.122670921147801,0.0412731824440842,TRUE,TRUE,FALSE
0.0678414183668792,3,0.243617953718607,0.444594018615127,0.0678414183668792,FALSE,TRUE,TRUE
0.0310151961942514,1,0.0310151961942514,0.15573182888329,0.103666720818728,TRUE,TRUE,FALSE
0.304190495273772,2,1.25003924648416,0.304190495273772,0.680150471594105,FALSE,TRUE,TRUE
0.033425145316869,3,0.198601958186676,0.0940251326656527,0.033425145316869,FALSE,TRUE,TRUE
0.00565729825757444,2,0.112215762337049,0.00565729825757444,0.105100235715508,FALSE,TRUE,TRUE
0.0165042617215199,1,0.0165042617215199,1.3953396919724,0.0736689765649841,TRUE,FALSE,TRUE
0.123354502115399,3,0.409631288906837,0.242840024632144,0.123354502115399,FALSE,TRUE,TRUE
0.0948899737753891,3,1.03800422444305,0.287029489864337,0.0948899737753891,FALSE,TRUE,TRUE
0.0273409147048369,2,0.361735797162755,0.0273409147048369,0.296848660318141,FALSE,TRUE,TRUE
0.0353671215174448,2,0.18995437088112,0.0353671215174448,0.0385451843030751,FALSE,TRUE,TRUE
0.00410492906817681,2,0.0366648051308754,0.00410492906817681,0.0539504624335696,FALSE,TRUE,TRUE
0.262962632245364,3,0.855418223224791,0.420192010679698,0.262962632245364,FALSE,TRUE,TRUE
0.181871411382201,3,0.353468319076701,0.338544248359951,0.181871411382201,TRUE,FALSE,TRUE
0.00609506848021981,3,0.0401870249770582,0.408321891424662,0.00609506848021981,TRUE,FALSE,TRUE
0.0141546694647268,1,0.0141546694647268,0.333232723631638,0.20095721821669,TRUE,TRUE,FALSE
0.0760078267930899,3,0.0821742556678752,0.376529452369964,0.0760078267930899,FALSE,TRUE,TRUE
0.140984457335435,2,0.803673991642949,0.140984457335435,0.649087655510674,TRUE,TRUE,FALSE
0.164909767723622,3,0.213229778533181,0.192695242575112,0.164909767723622,FALSE,TRUE,TRUE
0.00121273974316694,2,0.0954810396457712,0.00121273974316694,0.273866016036811,FALSE,TRUE,TRUE
0.0191112274950983,3,0.395484961781138,0.0635553502943367,0.0191112274950983,TRUE,FALSE,TRUE
0.150720598744706,3,0.537444461729932,0.479197964051223,0.150720598744706,TRUE,FALSE,TRUE
0.0261861522682011,3,0.048099119681865,0.323455973517823,0.0261861522682011,FALSE,TRUE,TRUE
0.0710569097427651,2,0.219749252467106,0.0710569097427651,0.251828437476399,FALSE,TRUE,TRUE
0.139719903158645,1,0.139719903158645,0.567275592113732,0.333554573712831,TRUE,FALSE,TRUE
0.110415298910325,1,0.110415298910325,0.136846061213873,0.174949500515106,TRUE,TRUE,FALSE
0.232366219501328,2,0.709830443643244,0.232366219501328,0.373483382148628,TRUE,TRUE,FALSE
0.00466515123844147,1,0.00466515123844147,0.92349046603182,0.10947441579774,TRUE,FALSE,TRUE
0.03977671948572,1,0.03977671948572,0.0707313196035102,0.177338075531238,TRUE,FALSE,TRUE
0.0427827881649137,2,0.195158894484242,0.0427827881649137,0.254436624786797,FALSE,TRUE,TRUE
0.0325789352878928,3,0.207491566427052,0.241849889036942,0.0325789352878928,FALSE,TRUE,TRUE
0.285719891248231,3,0.293155844640935,0.424131585644026,0.285719891248231,FALSE,TRUE,TRUE
0.0239971416303888,2,0.08115065516904,0.0239971416303888,0.31604961415935,FALSE,TRUE,TRUE
0.0396972461603582,1,0.0396972461603582,0.250872508976897,0.087834913097322,TRUE,TRUE,FALSE
0.251665509111228,3,0.287068540103035,0.573303724141949,0.251665509111228,TRUE,FALSE,TRUE
0.122835278442424,2,1.61224491016609,0.122835278442424,0.130686196126044,FALSE,TRUE,TRUE
0.0636791703291237,3,0.124630342841812,0.199726678886193,0.0636791703291237,TRUE,FALSE,TRUE
0.183678443162682,3,0.528701756067407,0.442659667672074,0.183678443162682,TRUE,FALSE,TRUE
0.0852600755169988,3,0.390925429126525,0.580746602701181,0.0852600755169988,TRUE,FALSE,TRUE
0.03394848604997,1,0.03394848604997,0.368304382988668,0.0779046358329749,TRUE,FALSE,TRUE
0.064463880378753,2,0.147905706180276,0.064463880378753,0.15575663986707,FALSE,TRUE,TRUE
0.315618049110028,2,1.23736814763579,0.315618049110028,0.352357804013376,FALSE,TRUE,TRUE
0.103734278678894,3,0.32390521930993,0.336841859378594,0.103734278678894,TRUE,FALSE,TRUE
0.149581949212486,3,0.260236000317736,0.524944033413551,0.149581949212486,TRUE,FALSE,TRUE
0.0277136565529156,3,0.723048692623261,0.128549266722985,0.0277136565529156,FALSE,TRUE,TRUE
0.113881355151534,2,0.200611899141222,0.113881355151534,0.380432236556636,TRUE,TRUE,FALSE
0.0196038375919064,1,0.0196038375919064,0.0493192734429613,0.09156922046184,TRUE,TRUE,FALSE
0.163165789330378,2,0.74534227881105,0.163165789330378,0.180096657831652,TRUE,TRUE,FALSE
0.0342843770049512,2,0.523207157993008,0.0342843770049512,0.400754180533772,TRUE,TRUE,FALSE
0.109305872581899,2,0.642913125427373,0.109305872581899,0.189443752533736,FALSE,TRUE,TRUE
0.490783718326852,3,0.497805126604247,0.791632653231244,0.490783718326852,TRUE,FALSE,TRUE
0.0270993494428694,3,0.213121678990622,0.101489751948975,0.0270993494428694,FALSE,TRUE,TRUE
0.126222106744535,2,0.147539510857314,0.126222106744535,0.243767513512614,FALSE,TRUE,TRUE
0.0158416635822505,2,0.281729435223742,0.0158416635822505,0.146346293195131,FALSE,TRUE,TRUE
0.221193545187513,1,0.221193545187513,0.328650679894465,0.44831047018332,TRUE,FALSE,TRUE
0.050180108938819,1,0.050180108938819,0.0628341577248648,0.0513619215227664,TRUE,TRUE,FALSE
0.0830551087103929,3,0.335367279113237,0.374392574166364,0.0830551087103929,FALSE,TRUE,TRUE
0.0291119124512195,3,0.0859453396793199,0.533093669885928,0.0291119124512195,TRUE,FALSE,TRUE
0.155083408576324,3,0.398840309106712,0.511304589898741,0.155083408576324,TRUE,FALSE,TRUE
0.0954949249280617,2,0.746315979046337,0.0954949249280617,0.168195531508865,FALSE,TRUE,TRUE
0.030035750147143,3,0.527198108506012,0.0696290350424607,0.030035750147143,FALSE,TRUE,TRUE
0.146700305243333,1,0.146700305243333,0.320532800386402,0.516692764659352,TRUE,TRUE,FALSE
0.0899309366941452,1,0.0899309366941452,1.45358207440915,0.414096055908089,TRUE,TRUE,FALSE
0.023393093225874,2,0.119348539660374,0.023393093225874,0.248628042257371,FALSE,TRUE,TRUE
0.037709188554436,3,0.192314619353662,0.0964568333001807,0.037709188554436,TRUE,FALSE,TRUE
0.389533163217788,3,0.79698325934557,1.03399752214888,0.389533163217788,FALSE,TRUE,TRUE
0.0253695549781142,1,0.0253695549781142,0.308485388046804,0.0678024786503834,TRUE,FALSE,TRUE
0.114139447361231,3,0.145394539305319,0.184507310869618,0.114139447361231,TRUE,FALSE,TRUE
0.0109477298159594,3,0.0281255265387396,0.339834140370342,0.0109477298159594,TRUE,FALSE,TRUE
0.151091353967786,2,0.407287940368954,0.151091353967786,0.393936691043859,FALSE,TRUE,TRUE
0.0798673003061801,1,0.0798673003061801,0.673388127959741,0.612954628433953,TRUE,FALSE,TRUE
0.160677500247004,3,0.283280866726841,1.25984921718115,0.160677500247004,FALSE,TRUE,TRUE
0.0443531383061782,2,0.331319917600258,0.0443531383061782,0.283236196550274,FALSE,TRUE,TRUE
0.196024709186497,3,0.312607750903471,0.58383210605585,0.196024709186497,FALSE,TRUE,TRUE
0.0282852773554623,3,0.0832703579217196,0.221682990651917,0.0282852773554623,TRUE,FALSE,TRUE
0.090834588278085,3,1.04022836927932,0.478008501210666,0.090834588278085,FALSE,TRUE,TRUE
0.00536053767427802,2,0.217793366871774,0.00536053767427802,0.0270904663018882,FALSE,TRUE,TRUE
0.0114453932693279,3,2.14062801425471,0.384129796621805,0.0114453932693279,TRUE,FALSE,TRUE
0.057467992751658,1,0.057467992751658,0.697205746504378,0.311536543054466,TRUE,TRUE,FALSE
0.0487228249199689,3,0.135381982661784,0.532103219503695,0.0487228249199689,FALSE,TRUE,TRUE
0.0203079681417519,1,0.0203079681417519,1.03260534391144,0.0900911808013916,TRUE,FALSE,TRUE
0.0272815898060799,2,0.36186497275366,0.0272815898060799,0.0950608829036355,TRUE,TRUE,FALSE
0.0820861080040534,1,0.0820861080040534,0.234315200931135,0.25238662379885,TRUE,FALSE,TRUE
0.0250067234970629,3,0.667664668184328,0.105155652029967,0.0250067234970629,FALSE,TRUE,TRUE
0.0197119175456464,3,0.265581077261174,0.117779201827943,0.0197119175456464,TRUE,FALSE,TRUE
0.00748281739652157,2,0.359218452111785,0.00748281739652157,0.126307179033756,FALSE,TRUE,TRUE
0.0175150462115804,1,0.0175150462115804,0.502653690034008,0.042049797398209,TRUE,FALSE,TRUE
0.116724277497269,2,0.180398031293104,0.116724277497269,0.135562399309129,FALSE,TRUE,TRUE
0.0460325616101424,1,0.0460325616101424,1.03692738846281,0.213861001676579,TRUE,TRUE,FALSE
0.036742537903289,1,0.036742537903289,0.563517975123757,0.295662550983911,TRUE,TRUE,FALSE
0.123072464174281,1,0.123072464174281,0.668348130272859,0.403316320462113,TRUE,TRUE,FALSE
